shipment_id,origin,destination,weight_kg,status,date,carrier
1072,Tijuana,León,39.0,delivered,2024-05-04,Estafeta
1073,guadalajara,CDMX,12.1,delivered,2024-03-26,FedEx
1074,Guadalajara,Monterrey,34.9,delivered,2024-06-29,FedEx
1075,cdmx,Puebla,23.6,delivered,2024-01-16,Redpack
1076,cdmx,Cancún,1.5,in_transit,2024-05-27,Redpack
1077,Monterrey,Tijuana,19.8,failed,2024-04-17,DHL
1078,guadalajara,Monterrey,24.5,delivered,2024-04-09,Redpack
1079,Guadalajara,Puebla,49.0,delivered,2024-05-16,Redpack
1080,Monterrey,CDMX,7.2,delivered,2024-04-28,FedEx
1081,Puebla,Tijuana,23.0,in_transit,2024-03-27,Estafeta
1082,cdmx,Tijuana,23.8,delivered,2024-05-18,Estafeta
1083,Tijuana,León,null,delivered,2024-06-15,FedEx
1084,Tijuana,Monterrey,31.3,delivered,2024-03-02,Redpack
1085,CDMX,Cancún,23.5,delivered,2024-03-06,DHL
1086,CDMX,Guadalajara,5.9,delivered,2024-01-07,Redpack
1087,cdmx,León,29.8,delivered,2024-06-09,FedEx
1088,Puebla,León,6.5,delivered,2024-05-24,Estafeta
1089,cdmx,León,25.5,delivered,2024-03-28,Redpack
1090,guadalajara,CDMX,18.4,delivered,2024-04-27,Redpack
1091,Guadalajara,León,32.7,failed,2024-06-06,Redpack
1092,guadalajara,Puebla,29.8,delivered,2024-03-23,FedEx
1093,Puebla,Tijuana,23.5,in_transit,2024-06-05,Estafeta
1094,Monterrey,Puebla,9.5,delivered,2024-02-24,Estafeta
1095,monterrey,Tijuana,35.2,failed,2024-03-11,FedEx
1096,Tijuana,CDMX,20.6,delivered,2024-05-22,Redpack
1097,guadalajara,Puebla,5.1,in_transit,2024-02-26,DHL
1098,Puebla,León,23.9,delivered,2024-05-15,Redpack
1099,monterrey,Tijuana,13.9,delivered,2024-03-05,FedEx
1100,Tijuana,Guadalajara,27.0,delivered,2024-06-25,DHL
1101,Tijuana,León,36.4,failed,2024-05-14,Estafeta
1102,CDMX,Guadalajara,18.4,delivered,2024-03-18,DHL
1103,Puebla,CDMX,27.9,delivered,2024-06-27,Redpack
1104,CDMX,Monterrey,23.7,delivered,2024-04-22,DHL
1105,Monterrey,Tijuana,24.1,in_transit,2024-01-17,Redpack
1106,CDMX,Cancún,3.2,failed,2024-02-08,Estafeta
1107,CDMX,Guadalajara,38.3,failed,2024-06-04,DHL
1108,cdmx,Puebla,15.2,in_transit,2024-05-30,Estafeta
1109,Monterrey,Cancún,5.4,delivered,2024-02-23,Estafeta
1110,CDMX,Guadalajara,27.8,delivered,2024-02-10,Redpack
1111,guadalajara,León,14.9,delivered,2024-02-29,Estafeta
1112,guadalajara,CDMX,46.2,failed,2024-06-09,DHL
1113,cdmx,Monterrey,32.6,delivered,2024-03-09,FedEx
1114,Monterrey,Guadalajara,30.0,delivered,2024-05-25,Redpack
1115,CDMX,Puebla,35.1,failed,2024-03-10,Redpack
1116,guadalajara,CDMX,44.5,failed,2024-03-23,Estafeta
1117,Monterrey,CDMX,33.9,failed,2024-05-27,FedEx
1118,Puebla,Cancún,,in_transit,2024-02-14,Redpack
1119,Puebla,Monterrey,22.1,delivered,2024-05-05,Redpack
1120,monterrey,Puebla,33.7,delivered,2024-02-11,Redpack
1121,guadalajara,Tijuana,20.3,delivered,2024-05-20,Redpack
1122,CDMX,Tijuana,6.2,failed,2024-04-13,FedEx
1123,guadalajara,Puebla,null,delivered,2024-05-12,Redpack
1124,guadalajara,CDMX,27.7,in_transit,2024-03-14,Redpack
1125,CDMX,Monterrey,30.6,delivered,2024-03-02,Estafeta
1126,Monterrey,Cancún,11.6,in_transit,2024-01-30,FedEx
1127,Guadalajara,Puebla,14.9,delivered,2024-06-29,Redpack
1128,guadalajara,Puebla,27.8,delivered,2024-04-08,DHL
1129,CDMX,Tijuana,42.8,failed,2024-03-28,Estafeta
1130,Monterrey,Tijuana,42.0,in_transit,2024-05-28,DHL
1131,guadalajara,Cancún,17.0,in_transit,2024-05-19,Redpack
1132,monterrey,Guadalajara,12.3,delivered,2024-04-08,Redpack
1133,Monterrey,Tijuana,35.4,in_transit,2024-04-07,DHL
1134,guadalajara,CDMX,48.3,delivered,2024-03-25,Redpack
1135,CDMX,Cancún,1.3,in_transit,2024-02-06,DHL
1136,CDMX,Puebla,13.6,in_transit,2024-06-08,FedEx
1137,monterrey,León,19.3,in_transit,2024-03-22,FedEx
1138,CDMX,Guadalajara,46.1,delivered,2024-02-28,Redpack
1139,CDMX,León,5.5,delivered,2024-02-12,FedEx
1140,Monterrey,Tijuana,15.0,in_transit,2024-04-05,DHL
1141,Tijuana,Cancún,34.2,delivered,2024-02-16,DHL
1142,CDMX,Cancún,31.2,in_transit,2024-03-02,DHL
1143,Tijuana,Puebla,23.2,delivered,2024-06-19,Redpack
1144,Puebla,León,4.2,failed,2024-03-29,Estafeta
1145,cdmx,León,42.3,in_transit,2024-02-20,Redpack
1146,CDMX,Guadalajara,18.3,delivered,2024-03-16,FedEx
1147,cdmx,Tijuana,,delivered,2024-06-24,Redpack
1148,Puebla,Monterrey,17.9,delivered,2024-06-11,Estafeta
1149,Guadalajara,León,229.2,delivered,2024-01-11,Redpack
1150,Monterrey,Cancún,7.0,delivered,2024-03-16,Redpack
1151,Guadalajara,Monterrey,27.2,failed,2024-04-03,Estafeta
1152,Guadalajara,Tijuana,47.2,delivered,2024-03-16,FedEx
1153,guadalajara,CDMX,48.3,in_transit,2024-06-22,Estafeta
1154,CDMX,Puebla,,delivered,2024-05-17,Redpack
1155,monterrey,León,13.5,delivered,2024-04-07,FedEx
1156,Tijuana,Puebla,,delivered,2024-05-23,DHL
1157,CDMX,León,45.5,in_transit,2024-03-18,FedEx
1158,Guadalajara,CDMX,15.6,delivered,2024-05-06,FedEx
1159,Tijuana,Cancún,23.0,failed,2024-06-20,Redpack
1160,Guadalajara,Puebla,41.8,in_transit,2024-06-06,Estafeta
1161,Monterrey,León,22.4,delivered,2024-03-01,FedEx
1162,monterrey,Cancún,32.4,in_transit,2024-01-16,Estafeta
1163,Tijuana,CDMX,41.3,delivered,2024-01-24,FedEx
1164,Monterrey,Tijuana,6.7,delivered,2024-05-24,FedEx
1165,Tijuana,Cancún,43.5,delivered,2024-03-25,FedEx
1166,Puebla,Monterrey,27.2,delivered,2024-02-14,FedEx
1167,Guadalajara,CDMX,39.5,delivered,2024-05-30,FedEx
1168,Guadalajara,Tijuana,null,failed,2024-04-17,FedEx
1169,CDMX,Puebla,18.4,delivered,2024-05-31,Redpack
1170,Tijuana,Cancún,,failed,2024-06-17,Estafeta
1171,guadalajara,León,3.5,in_transit,2024-05-02,Redpack
1172,CDMX,Puebla,22.5,delivered,2024-01-21,DHL
1173,CDMX,Guadalajara,31.8,delivered,2024-05-20,Redpack
1174,Puebla,Tijuana,21.8,delivered,2024-06-28,DHL
1175,cdmx,Puebla,21.0,in_transit,2024-04-26,Redpack
1176,CDMX,Tijuana,33.4,delivered,2024-04-05,Redpack
1177,CDMX,Monterrey,5.1,delivered,2024-01-25,DHL
1178,Monterrey,Cancún,28.3,delivered,2024-06-20,Redpack
1179,monterrey,León,21.4,delivered,2024-01-14,Estafeta
1180,monterrey,CDMX,11.0,in_transit,2024-06-17,DHL
1181,CDMX,Tijuana,18.7,failed,2024-03-12,DHL
1182,cdmx,Cancún,41.0,failed,2024-06-06,FedEx
1183,Puebla,CDMX,35.3,delivered,2024-03-20,Estafeta
1184,Monterrey,Guadalajara,28.5,delivered,2024-04-12,DHL
1185,Monterrey,CDMX,11.1,in_transit,2024-04-17,Estafeta
1186,Guadalajara,Tijuana,16.6,failed,2024-05-25,FedEx
1187,Monterrey,Guadalajara,31.1,delivered,2024-06-21,Estafeta
1188,guadalajara,León,30.6,delivered,2024-04-16,DHL
1189,CDMX,Tijuana,14.5,failed,2024-06-22,Redpack
1190,Puebla,CDMX,49.2,delivered,2024-01-15,DHL
1191,Puebla,Monterrey,38.3,delivered,2024-03-15,FedEx
1192,Monterrey,Puebla,9.2,failed,2024-04-07,DHL
1193,monterrey,CDMX,37.2,delivered,2024-04-21,Redpack
1194,CDMX,Tijuana,28.9,in_transit,2024-06-12,Estafeta
1195,CDMX,Puebla,,delivered,2024-03-24,Redpack
1196,monterrey,CDMX,5.7,failed,2024-04-21,Redpack
1197,CDMX,Puebla,37.4,delivered,2024-02-26,DHL
1198,CDMX,Cancún,26.8,delivered,2024-02-19,Estafeta
1199,Guadalajara,Monterrey,158.6,failed,2024-02-14,DHL
1200,CDMX,Guadalajara,31.6,failed,2024-04-28,Redpack
1201,monterrey,León,22.3,in_transit,2024-04-30,Estafeta
1202,Puebla,Cancún,null,delivered,2024-05-09,Estafeta
1203,guadalajara,Puebla,,delivered,2024-04-04,FedEx
1204,CDMX,Cancún,19.5,failed,2024-05-28,FedEx
1205,guadalajara,Cancún,16.4,failed,2024-05-01,DHL
1206,Monterrey,Puebla,280.8,delivered,2024-03-28,DHL
1207,Monterrey,Guadalajara,49.6,failed,2024-05-14,DHL
1208,monterrey,Tijuana,19.7,failed,2024-03-27,FedEx
1209,monterrey,CDMX,28.1,delivered,2024-04-08,Estafeta
1210,Guadalajara,Tijuana,236.1,delivered,2024-03-30,Redpack
1211,Guadalajara,Cancún,4.7,in_transit,2024-05-23,Estafeta
1212,Guadalajara,León,47.4,failed,2024-06-24,FedEx
1213,cdmx,Cancún,18.4,delivered,2024-02-16,Estafeta
1214,guadalajara,Monterrey,7.3,delivered,2024-01-20,FedEx
1215,Monterrey,León,38.4,failed,2024-02-03,Redpack
1216,Guadalajara,Monterrey,34.8,delivered,2024-06-08,Redpack
1217,Monterrey,Puebla,36.1,failed,2024-04-23,Estafeta
1218,guadalajara,Monterrey,15.8,delivered,2024-04-30,Estafeta
1219,guadalajara,Puebla,39.0,failed,2024-05-08,Redpack
1220,Guadalajara,Monterrey,7.4,delivered,2024-03-05,Redpack
1221,monterrey,Cancún,35.7,delivered,2024-05-12,Estafeta
1222,CDMX,Guadalajara,45.3,in_transit,2024-02-07,FedEx
1223,Tijuana,Puebla,46.6,delivered,2024-04-16,Redpack
1224,monterrey,Guadalajara,4.5,delivered,2024-02-27,Estafeta
1225,CDMX,León,39.7,delivered,2024-02-05,Estafeta
1226,guadalajara,León,38.1,in_transit,2024-04-30,FedEx
1227,CDMX,Monterrey,41.8,failed,2024-05-20,Redpack
1228,CDMX,Tijuana,6.5,in_transit,2024-03-02,Redpack
1229,CDMX,Monterrey,25.2,delivered,2024-05-17,DHL
1230,Guadalajara,Tijuana,30.9,failed,2024-03-02,Redpack
1231,Guadalajara,León,26.4,delivered,2024-04-02,FedEx
1232,cdmx,Puebla,,delivered,2024-04-09,Estafeta
1233,Monterrey,Tijuana,17.6,delivered,2024-06-17,Estafeta
1234,Guadalajara,CDMX,17.3,delivered,2024-06-13,Redpack
1235,guadalajara,León,7.2,delivered,2024-04-27,Estafeta
1236,Tijuana,CDMX,44.3,delivered,2024-03-21,Redpack
1237,guadalajara,Tijuana,,delivered,2024-06-14,Estafeta
1238,monterrey,CDMX,16.9,delivered,2024-02-01,Redpack
1239,cdmx,León,47.8,delivered,2024-03-27,Redpack
1240,guadalajara,Tijuana,26.2,in_transit,2024-01-22,FedEx
1241,cdmx,Cancún,9.4,delivered,2024-03-16,FedEx
1242,CDMX,Tijuana,15.7,in_transit,2024-06-03,DHL
1243,guadalajara,Tijuana,36.5,failed,2024-03-31,Redpack
1244,Puebla,León,47.4,in_transit,2024-01-20,Estafeta
1245,Guadalajara,CDMX,30.6,delivered,2024-04-22,DHL
1246,CDMX,Guadalajara,18.6,failed,2024-04-08,FedEx
1247,Guadalajara,León,18.9,delivered,2024-04-23,DHL
1248,monterrey,Puebla,14.3,delivered,2024-01-30,DHL
1249,guadalajara,Cancún,28.3,delivered,2024-03-08,Redpack
1250,Tijuana,Cancún,45.9,delivered,2024-05-05,FedEx
1251,Guadalajara,CDMX,45.0,delivered,2024-04-23,Estafeta
1252,monterrey,León,null,delivered,2024-05-18,Estafeta
1253,Guadalajara,León,35.2,delivered,2024-02-14,DHL
1254,CDMX,Guadalajara,12.2,delivered,2024-05-06,Estafeta
1255,monterrey,Puebla,27.8,delivered,2024-06-05,FedEx
1256,Puebla,Tijuana,36.1,in_transit,2024-05-14,Redpack
1257,CDMX,Guadalajara,32.3,in_transit,2024-04-25,Estafeta
1258,Guadalajara,Cancún,9.5,in_transit,2024-02-03,FedEx
1259,CDMX,Cancún,8.7,delivered,2024-03-23,Estafeta
1260,Puebla,CDMX,31.9,delivered,2024-05-21,DHL
1261,Puebla,Cancún,25.4,failed,2024-02-13,DHL
1262,Guadalajara,León,45.1,failed,2024-03-27,FedEx
1263,Monterrey,CDMX,,failed,2024-06-13,Estafeta
1264,Tijuana,Cancún,32.1,failed,2024-05-07,Estafeta
1265,Puebla,Tijuana,40.5,delivered,2024-04-13,Redpack
1266,CDMX,León,null,in_transit,2024-04-22,Redpack
1267,guadalajara,Monterrey,7.6,delivered,2024-03-22,Redpack
1268,Guadalajara,Tijuana,5.8,in_transit,2024-03-02,FedEx
1269,Puebla,Tijuana,5.3,in_transit,2024-03-15,Redpack
1270,Tijuana,Monterrey,46.7,delivered,2024-03-21,DHL
1271,guadalajara,Cancún,44.0,delivered,2024-05-07,FedEx
1272,cdmx,Cancún,12.4,delivered,2024-05-29,FedEx
1273,Monterrey,Tijuana,44.2,in_transit,2024-06-16,Estafeta
1274,Monterrey,CDMX,44.2,in_transit,2024-04-03,Estafeta
1275,Monterrey,Puebla,null,delivered,2024-05-23,Estafeta
1276,Puebla,CDMX,22.8,delivered,2024-05-20,FedEx
1277,Guadalajara,CDMX,39.8,failed,2024-03-27,Estafeta
1278,Guadalajara,Monterrey,20.4,delivered,2024-01-11,FedEx
1279,Guadalajara,León,24.0,delivered,2024-04-26,DHL
1280,monterrey,Cancún,20.0,delivered,2024-06-06,Estafeta
1281,guadalajara,León,24.0,delivered,2024-01-05,Estafeta
1282,CDMX,Puebla,39.9,delivered,2024-06-25,Redpack
1283,Puebla,León,38.9,delivered,2024-05-27,FedEx
1284,guadalajara,Monterrey,36.2,delivered,2024-04-07,DHL
1285,Monterrey,Cancún,5.9,in_transit,2024-01-05,Estafeta
1286,cdmx,Guadalajara,10.6,failed,2024-05-08,Redpack
1287,Monterrey,León,10.8,in_transit,2024-03-24,Redpack
1288,monterrey,Guadalajara,26.9,delivered,2024-05-19,Estafeta
1289,guadalajara,Monterrey,14.3,delivered,2024-03-17,Estafeta
1290,Puebla,León,35.4,in_transit,2024-03-22,Estafeta
1291,Puebla,Guadalajara,34.0,in_transit,2024-04-07,Estafeta
1292,Guadalajara,Tijuana,,delivered,2024-01-21,Redpack
1293,Puebla,León,10.5,delivered,2024-05-17,Estafeta
1294,Guadalajara,CDMX,29.5,delivered,2024-03-03,DHL
1295,Tijuana,CDMX,172.8,delivered,2024-04-30,DHL
1296,Monterrey,Cancún,8.3,in_transit,2024-06-16,Redpack
1297,Tijuana,Guadalajara,32.5,failed,2024-01-23,DHL
1298,Monterrey,Guadalajara,42.0,in_transit,2024-01-10,Redpack
1299,Guadalajara,León,46.3,delivered,2024-01-10,Estafeta
1300,CDMX,Tijuana,49.5,failed,2024-05-19,Redpack
1301,Guadalajara,Cancún,10.0,delivered,2024-01-29,DHL
1302,guadalajara,León,9.7,delivered,2024-03-27,DHL
1303,Guadalajara,Cancún,44.9,failed,2024-04-19,Estafeta
1304,CDMX,Puebla,9.6,in_transit,2024-02-05,Estafeta
1305,Tijuana,CDMX,12.2,delivered,2024-03-09,Estafeta
1306,Monterrey,Tijuana,34.8,delivered,2024-01-16,Redpack
1307,Puebla,Monterrey,25.4,delivered,2024-06-29,FedEx
1308,Puebla,Guadalajara,11.3,in_transit,2024-02-04,DHL
1309,guadalajara,León,19.0,failed,2024-06-28,Redpack
1310,Tijuana,Monterrey,30.0,failed,2024-01-21,Redpack
1311,monterrey,CDMX,6.1,failed,2024-05-20,DHL
1312,Guadalajara,Monterrey,26.3,delivered,2024-01-30,Redpack
1313,CDMX,Cancún,3.3,failed,2024-02-03,Redpack
1314,guadalajara,Cancún,null,delivered,2024-04-28,FedEx
1315,cdmx,Tijuana,37.4,delivered,2024-05-28,FedEx
1316,cdmx,Tijuana,27.3,delivered,2024-01-16,Redpack
1317,Monterrey,Tijuana,38.6,in_transit,2024-06-13,Estafeta
1318,cdmx,Puebla,45.4,delivered,2024-04-06,DHL
1319,monterrey,CDMX,27.1,delivered,2024-05-15,DHL
1320,Monterrey,CDMX,23.4,in_transit,2024-05-19,Redpack
1321,Tijuana,Monterrey,8.2,delivered,2024-02-18,FedEx
1322,cdmx,Cancún,44.2,delivered,2024-01-05,DHL
1323,CDMX,Monterrey,22.6,delivered,2024-06-21,DHL
1324,Monterrey,Puebla,27.2,delivered,2024-01-15,Estafeta
1325,Tijuana,León,29.1,delivered,2024-06-21,DHL
1326,Puebla,Monterrey,26.3,delivered,2024-04-15,Estafeta
1327,Monterrey,Cancún,44.0,in_transit,2024-02-14,Redpack
1328,Monterrey,Tijuana,33.7,delivered,2024-05-14,Redpack
1329,cdmx,Guadalajara,9.6,in_transit,2024-05-17,DHL
1330,Tijuana,Guadalajara,7.6,delivered,2024-04-28,Redpack
1331,cdmx,Cancún,19.7,delivered,2024-03-06,Estafeta
1332,CDMX,Puebla,5.1,delivered,2024-02-18,Estafeta
1333,cdmx,León,2.5,delivered,2024-01-19,DHL
1334,guadalajara,Monterrey,17.0,delivered,2024-01-04,DHL
1335,CDMX,León,24.2,failed,2024-03-03,DHL
1336,cdmx,Guadalajara,38.9,in_transit,2024-04-07,Estafeta
1337,Puebla,Guadalajara,44.2,delivered,2024-04-29,Redpack
1338,monterrey,Guadalajara,21.0,delivered,2024-05-24,DHL
1339,Monterrey,Tijuana,29.4,delivered,2024-04-16,DHL
1340,Tijuana,Guadalajara,28.7,in_transit,2024-03-03,Estafeta
1341,Puebla,Tijuana,32.3,in_transit,2024-05-05,DHL
1342,monterrey,Guadalajara,27.6,failed,2024-02-17,FedEx
1343,Monterrey,CDMX,33.6,in_transit,2024-01-02,DHL
1344,Tijuana,CDMX,1.0,in_transit,2024-05-09,Estafeta
1345,Monterrey,Cancún,46.7,in_transit,2024-05-03,FedEx
1346,Monterrey,Cancún,1.1,delivered,2024-05-15,Estafeta
1347,Monterrey,Cancún,33.9,delivered,2024-02-15,FedEx
1348,Guadalajara,Monterrey,26.6,delivered,2024-03-31,Redpack
1349,CDMX,Tijuana,23.2,delivered,2024-03-03,Estafeta
1350,CDMX,León,32.7,delivered,2024-01-09,Redpack
1351,cdmx,Puebla,3.3,delivered,2024-01-03,FedEx
1352,guadalajara,Puebla,16.9,failed,2024-01-25,FedEx
1353,Tijuana,Monterrey,34.8,in_transit,2024-05-25,Estafeta
1354,Monterrey,CDMX,14.4,failed,2024-05-19,FedEx
1355,Guadalajara,Tijuana,,failed,2024-02-23,DHL
1356,cdmx,Monterrey,28.4,in_transit,2024-05-25,Estafeta
1357,cdmx,León,49.4,failed,2024-01-21,Estafeta
1358,Monterrey,CDMX,42.0,failed,2024-03-28,Redpack
1359,monterrey,CDMX,39.3,in_transit,2024-04-25,DHL
1360,monterrey,Cancún,21.9,failed,2024-06-23,Redpack
1361,CDMX,Cancún,12.7,delivered,2024-01-19,Estafeta
1362,Guadalajara,Puebla,31.9,delivered,2024-04-09,Estafeta
1363,CDMX,Monterrey,,in_transit,2024-03-19,Estafeta
1364,Puebla,CDMX,9.8,failed,2024-04-24,Redpack
1365,CDMX,Monterrey,215.3,failed,2024-06-01,Estafeta
1366,cdmx,Monterrey,19.7,failed,2024-01-22,DHL
1367,Guadalajara,León,7.4,delivered,2024-03-18,Redpack
1368,Guadalajara,CDMX,14.2,in_transit,2024-03-17,FedEx
1369,monterrey,Tijuana,36.2,failed,2024-05-06,DHL
1370,guadalajara,CDMX,0.8,delivered,2024-04-11,Redpack
1371,monterrey,Puebla,40.9,failed,2024-06-15,DHL
1372,Puebla,Guadalajara,34.9,delivered,2024-05-02,DHL
1373,cdmx,Tijuana,34.9,failed,2024-05-05,DHL
1374,monterrey,Puebla,39.4,delivered,2024-04-03,DHL
1375,Guadalajara,León,1.8,delivered,2024-04-28,Redpack
1376,Puebla,León,null,in_transit,2024-04-14,DHL
1377,Puebla,Monterrey,8.1,in_transit,2024-04-18,FedEx
1378,guadalajara,Cancún,20.3,in_transit,2024-05-09,FedEx
1379,monterrey,León,27.1,delivered,2024-06-12,FedEx
1380,Tijuana,León,8.7,delivered,2024-06-05,Redpack
1381,monterrey,Puebla,128.7,failed,2024-02-26,DHL
1382,guadalajara,Tijuana,38.7,failed,2024-05-30,DHL
1383,monterrey,CDMX,15.1,delivered,2024-01-22,DHL
1384,monterrey,Tijuana,39.3,in_transit,2024-05-13,Estafeta
1385,guadalajara,CDMX,35.0,delivered,2024-03-22,Estafeta
1386,Monterrey,León,42.5,delivered,2024-06-14,DHL
1387,Tijuana,Cancún,8.4,in_transit,2024-05-23,Redpack
1388,Tijuana,Puebla,9.7,in_transit,2024-06-17,Redpack
1389,Monterrey,León,10.3,in_transit,2024-05-31,Redpack
1390,Monterrey,León,14.3,delivered,2024-06-29,FedEx
1391,Guadalajara,Tijuana,23.1,in_transit,2024-03-08,Estafeta
1392,cdmx,Cancún,6.2,in_transit,2024-03-31,DHL
1393,Puebla,Cancún,33.8,delivered,2024-03-21,DHL
1394,Puebla,CDMX,34.8,in_transit,2024-05-10,Redpack
1395,Guadalajara,Cancún,9.7,failed,2024-06-11,DHL
1396,Guadalajara,Puebla,9.8,failed,2024-04-25,FedEx
1397,monterrey,CDMX,10.2,failed,2024-04-08,Redpack
1398,cdmx,León,35.7,in_transit,2024-04-23,DHL
1399,CDMX,Cancún,,delivered,2024-02-26,FedEx
1400,Puebla,Monterrey,8.8,failed,2024-04-27,Redpack
1401,CDMX,Cancún,38.9,failed,2024-04-03,FedEx
1402,guadalajara,Cancún,21.5,delivered,2024-06-16,Estafeta
1403,Monterrey,Puebla,43.2,in_transit,2024-01-23,FedEx
1404,Tijuana,Monterrey,29.6,failed,2024-03-30,Redpack
1405,Guadalajara,Cancún,10.7,delivered,2024-02-22,Estafeta
1406,Puebla,Cancún,16.5,delivered,2024-06-29,Estafeta
1407,Puebla,Cancún,34.1,delivered,2024-01-25,Redpack
1408,Monterrey,Tijuana,6.8,delivered,2024-02-03,DHL
1409,monterrey,Guadalajara,34.0,delivered,2024-05-05,Estafeta
1410,cdmx,Puebla,31.9,in_transit,2024-01-24,Estafeta
1411,monterrey,Puebla,16.7,delivered,2024-01-01,Redpack
1412,monterrey,CDMX,20.2,delivered,2024-04-19,Redpack
1413,Puebla,Guadalajara,17.2,delivered,2024-05-27,Redpack
1414,monterrey,León,2.8,in_transit,2024-06-09,FedEx
1415,CDMX,Guadalajara,0.5,delivered,2024-04-19,DHL
1416,Puebla,Monterrey,43.9,delivered,2024-01-24,Estafeta
